vehiculo_label,modelo,promedio_calificacion,n_resenas
Dodge Charger R/T,3.0,3.0,2
Dodge Charger R/T,3.0,3.0,2
Dodge Durango R/T,3.0,3.0,1
Dodge Charger R/T,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Ram 3500 Laramie,3.0,3.0,1
Dodge Charger SRT Hellcat Widebody,3.0,3.0,1
Dodge Charger SXT,3.0,3.0,1
Dodge Durango GT Plus,3.0,3.0,1
Dodge Durango Crew,3.0,3.0,1
Dodge Challenger GT,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Challenger R/T,3.0,3.0,1
Dodge Durango R/T,3.0,3.0,1
Dodge Durango GT,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Challenger R/T Scat Pack,3.0,3.0,1
Dodge Dart SXT,3.0,3.0,1
Ford Mustang GT Premium,3.0,3.0,1
Ford F-350 XL,3.0,3.0,1
Ford F-150 XLT,3.0,3.0,1
Ford F-150 XL,3.0,3.0,1
Ford Bronco Big Bend,3.0,3.0,1
Ford Explorer Timberline,3.0,3.0,1
Ford F-150 Lightning LARIAT,3.0,3.0,1
Ford Bronco Outer Banks Advanced,3.0,3.0,1
Ford F-350 XL,3.0,3.0,1
Ford Maverick XLT,3.0,3.0,1
Ford Ranger XLT,3.0,3.0,1
Ford Mustang GT Premium,3.0,3.0,1
Ford Bronco Outer Banks,3.0,3.0,1
Ford Mustang Mach-E GT,3.0,3.0,1
Ford Ranger XLT,3.0,3.0,1
Ford Edge Titanium,3.0,3.0,1
Ford F-150 Raptor,3.0,3.0,1
Ford F-150 Lariat,3.0,3.0,1
Ford F-250 Lariat,3.0,3.0,1
Ford Bronco Base,3.0,3.0,1
Ford Expedition Limited,3.0,3.0,1
Ford Explorer XLT,3.0,3.0,1
Ford Escape Titanium,3.0,3.0,1
Ford Ranger Lariat,3.0,3.0,1
Ford Mustang GT Premium,3.0,3.0,1
Ford Explorer XLT,3.0,3.0,1
Ford Mustang Mach-E Select,3.0,3.0,1
Ford Bronco Big Bend,3.0,3.0,1
Ford Shelby GT500 Base,3.0,3.0,1
Ford Bronco Base,3.0,3.0,1
Ford Expedition XLT,3.0,3.0,1
Ford Focus RS Base,3.0,3.0,1
Ford Bronco Big Bend,3.0,3.0,1
Ford F-150 XL,3.0,3.0,1
Ford F-150 Lightning,3.0,3.0,1
Ford Mustang GT Premium,3.0,3.0,1
Hyundai IONIQ 5 SEL,3.0,3.0,1
Hyundai Palisade Limited,3.0,3.0,1
Hyundai Palisade SEL,3.0,3.0,1
Hyundai Palisade Calligraphy,3.0,3.0,1
Hyundai Palisade Limited,3.0,3.0,1
Hyundai Veracruz GLS,3.0,3.0,1
Hyundai Genesis 3.8,3.0,3.0,1
Hyundai Palisade Calligraphy,3.0,3.0,1
Hyundai Elantra SE,3.0,3.0,1
Hyundai Palisade XRT,3.0,3.0,1
Hyundai Elantra N Base,3.0,3.0,1
Hyundai Palisade SE,3.0,3.0,1
Hyundai Palisade SEL,3.0,3.0,1
Hyundai Sonata Hybrid SEL,3.0,3.0,1
Hyundai Kona EV Ultimate,3.0,3.0,1
Hyundai Kona EV SEL,3.0,3.0,1
Hyundai Accent SEL,3.0,3.0,1
Hyundai Accent SE,3.0,3.0,1
Hyundai Elantra GT Base,3.0,3.0,1
Hyundai Palisade SE,3.0,3.0,1
Hyundai Santa Fe Calligraphy,3.0,3.0,1
Hyundai Elantra Limited,3.0,3.0,1
Hyundai Kona N Base,3.0,3.0,1
Hyundai Palisade Calligraphy,3.0,3.0,1
Hyundai Palisade SEL,3.0,3.0,1
Hyundai Palisade Limited,3.0,3.0,1
Hyundai Tucson Hybrid Limited,3.0,3.0,2
Hyundai Tucson Hybrid Limited,3.0,3.0,2
Hyundai Sonata Limited,3.0,3.0,1
Hyundai Palisade SEL,3.0,3.0,1
Hyundai Tucson Limited,3.0,3.0,1
Hyundai Palisade SE,3.0,3.0,1
Hyundai Sonata Hybrid Blue,3.0,3.0,1
Hyundai Santa Fe Limited Ultimate,3.0,3.0,1
Hyundai Elantra GT Base,3.0,3.0,1
Hyundai Sonata SEL,3.0,3.0,1
Hyundai Tucson Hybrid SEL Convenience,3.0,3.0,1
Hyundai Tucson Limited,3.0,3.0,1
Hyundai Sonata Limited,3.0,3.0,1
Hyundai Santa Fe Sport 2.0T,3.0,3.0,1
Hyundai Genesis Coupe 3.8 Base,3.0,3.0,1
Hyundai Kona SE,3.0,3.0,1
Hyundai Elantra Limited,3.0,3.0,1
Hyundai Santa Fe SE 2.4,3.0,3.0,1
Hyundai Santa Cruz 2.5T Limited,3.0,3.0,1
Hyundai Tucson SE,3.0,3.0,1
Hyundai Santa Fe Limited 2.0T,3.0,3.0,1
Hyundai IONIQ 5 Limited,3.0,3.0,1
Hyundai Palisade Limited,3.0,3.0,1
Hyundai Tucson Value,3.0,3.0,1
Hyundai Elantra Sport,3.0,3.0,1
Hyundai Sonata Limited,3.0,3.0,1
Hyundai Tucson Value,3.0,3.0,1
Hyundai Santa Fe Limited,3.0,3.0,1
Hyundai IONIQ EV SE,3.0,3.0,1
Hyundai Tucson Limited,3.0,3.0,1
Hyundai Kona SE,3.0,3.0,1
Hyundai Tucson XRT,3.0,3.0,1
Hyundai Palisade Limited,3.0,3.0,1
Hyundai Sonata SEL,3.0,3.0,1
Hyundai Sonata Limited,3.0,3.0,1
Hyundai Santa Fe Limited 2.0T,3.0,3.0,1
Hyundai Sonata SE,3.0,3.0,1
Hyundai Palisade Limited,3.0,3.0,1
Hyundai Sonata Limited,3.0,3.0,1
Hyundai Santa Fe SEL,3.0,3.0,1
Hyundai Sonata SE,3.0,3.0,1
Hyundai Santa Fe Calligraphy,3.0,3.0,1
Hyundai Santa Fe SEL,3.0,3.0,1
Hyundai Santa Fe SEL,3.0,3.0,1
Hyundai Sonata SE,3.0,3.0,1
INFINITI QX50 Luxe,3.0,3.0,1
INFINITI QX56 Base,3.0,3.0,1
INFINITI QX50 ESSENTIAL,3.0,3.0,1
INFINITI QX60 Base,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,2
INFINITI QX60 Luxe,3.0,3.0,2
INFINITI Q50 3.0T Signature Edition,3.0,3.0,1
INFINITI EX35 Journey,3.0,3.0,1
INFINITI QX55 ESSENTIAL,3.0,3.0,1
INFINITI QX50 Luxe,3.0,3.0,1
INFINITI QX55 LUXE,3.0,3.0,1
INFINITI Q60 S,3.0,3.0,1
INFINITI QX55 LUXE,3.0,3.0,1
INFINITI G37x Sport Appearance Edition,3.0,3.0,1
INFINITI Q50 Premium,3.0,3.0,1
INFINITI QX60 Base,3.0,3.0,1
INFINITI G37,3.0,3.0,1
INFINITI QX80 Luxe,3.0,3.0,1
INFINITI Q60 3.0t Red Sport 400,3.0,3.0,1
INFINITI QX55 ESSENTIAL,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,2
INFINITI QX60 Luxe,3.0,3.0,2
INFINITI Q60 3.0t Red Sport 400,3.0,3.0,1
INFINITI QX80 SENSORY,3.0,3.0,1
INFINITI QX50 AUTOGRAPH,3.0,3.0,1
INFINITI QX56 Base,3.0,3.0,1
INFINITI QX50 SENSORY,3.0,3.0,1
INFINITI QX50 Pure,3.0,3.0,1
INFINITI Q50 3.0t Sport,3.0,3.0,1
INFINITI G37 Base,3.0,3.0,1
INFINITI G37 Journey,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,1
INFINITI QX60 Base,3.0,3.0,1
INFINITI QX80 Luxe,3.0,3.0,1
INFINITI QX50 Journey,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,1
INFINITI Q50 3.0t LUXE,3.0,3.0,1
INFINITI QX50 SENSORY,3.0,3.0,1
INFINITI QX80 Luxe,3.0,3.0,1
INFINITI QX80 Base,3.0,3.0,1
INFINITI Q70L 3.7 AWD Premium Package,3.0,3.0,1
INFINITI Q60 3.0t LUXE,3.0,3.0,1
INFINITI Q60 LUXE,3.0,3.0,1
INFINITI Q50 LUXE,3.0,3.0,1
INFINITI QX80 Luxe,3.0,3.0,1
INFINITI QX70 Base,3.0,3.0,1
INFINITI QX50 SENSORY,3.0,3.0,1
INFINITI QX50 Luxe,3.0,3.0,1
INFINITI Q60 3.0t Red Sport 400,3.0,3.0,1
INFINITI G37x Base,3.0,3.0,1
INFINITI QX50 Base,3.0,3.0,1
INFINITI Q50 Hybrid Premium,3.0,3.0,1
INFINITI QX80 SENSORY,3.0,3.0,1
INFINITI QX80 SENSORY,3.0,3.0,1
INFINITI G37x Base,3.0,3.0,1
INFINITI JX35 Base,3.0,3.0,1
INFINITI QX55 LUXE,3.0,3.0,1
INFINITI QX50 ESSENTIAL,3.0,3.0,1
INFINITI QX50 Luxe,3.0,3.0,1
INFINITI G37 Base,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,1
INFINITI Q50 3.0t LUXE,3.0,3.0,1
INFINITI QX55 ESSENTIAL,3.0,3.0,1
INFINITI QX50 AUTOGRAPH,3.0,3.0,1
INFINITI Q50 3.0t LUXE,3.0,3.0,1
INFINITI Q60 3.0t Red Sport 400,3.0,3.0,1
INFINITI QX80 Base,3.0,3.0,1
INFINITI QX80 PREMIUM SELECT,3.0,3.0,1
INFINITI G37 Journey,3.0,3.0,1
INFINITI QX70 Base,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,2
INFINITI QX60 Luxe,3.0,3.0,2
INFINITI QX50,3.0,3.0,1
INFINITI QX60 Luxe,3.0,3.0,1
INFINITI G37 Journey,3.0,3.0,1
INFINITI QX80 SENSORY,3.0,3.0,1
INFINITI QX60 Base,3.0,3.0,1
INFINITI Q60 Base,3.0,3.0,1
INFINITI Q70 5.6X,3.0,3.0,1
INFINITI QX50 Luxe,3.0,3.0,1
INFINITI QX80 Base,3.0,3.0,1
INFINITI QX80 PREMIUM SELECT,3.0,3.0,1
INFINITI QX55 SENSORY,3.0,3.0,1
INFINITI QX80 SENSORY,3.0,3.0,1
INFINITI QX50 Luxe,3.0,3.0,2
INFINITI QX50 Luxe,3.0,3.0,2
INFINITI QX80 Luxe,3.0,3.0,1
INFINITI QX55 LUXE,3.0,3.0,1
Lexus ES 300h Base,3.0,3.0,1
Lexus RX 350 Base,3.0,3.0,1
Lexus IS 300 Base,3.0,3.0,1
Lexus RC 350 F Sport,3.0,3.0,1
Lexus UX 250h F SPORT Design,3.0,3.0,1
Lexus RC 350 350,3.0,3.0,1
Lexus LS 500 Base,3.0,3.0,1
Lexus LX 600 F SPORT,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus ES 350 F SPORT Handling,3.0,3.0,1
Lexus LX 600 F SPORT,3.0,3.0,1
Lexus ES 300h 300H,3.0,3.0,2
Lexus ES 300h 300H,3.0,3.0,2
Lexus GX 460 Base,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus IS 350 F Sport,3.0,3.0,1
Lexus LS 500 500 F SPORT-AWD NAVIGATION SYSTEM MARK LEVINSON SO,3.0,3.0,1
Lexus ES 350,3.0,3.0,1
Lexus IS 350 F Sport,3.0,3.0,1
Lexus RX 350 F SPORT Handling,3.0,3.0,1
Lexus LX 470,3.0,3.0,1
Lexus RX 350L Premium,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus RC 200t 200t,3.0,3.0,1
Lexus RC 350 F Sport,3.0,3.0,1
Lexus IS 250 Base (A6),3.0,3.0,1
Lexus HS 250h 250H,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus LC 500 Base,3.0,3.0,1
Lexus LX 570 Base,3.0,3.0,1
Lexus IS 250 Base,3.0,3.0,1
Lexus RC F Base,3.0,3.0,1
Lexus GS 350 Base,3.0,3.0,1
Lexus RX 350 F Sport Performance,3.0,3.0,1
Lexus RX 450h 450H,3.0,3.0,1
Lexus ES 350 Luxury,3.0,3.0,1
Lexus LS 500 F Sport,3.0,3.0,1
Lexus IS 350 Base,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus RX 350L Base,3.0,3.0,1
Lexus LS 460 Base,3.0,3.0,1
Lexus RX 350 F Sport,3.0,3.0,1
Lexus CT 200h Base,3.0,3.0,1
Lexus RX 350 Base,3.0,3.0,1
Lexus NX 200t AWD,3.0,3.0,1
Lexus NX 250 Base,3.0,3.0,1
Lexus RX 350 350,3.0,3.0,1
Lexus NX 200t Base,3.0,3.0,1
Lexus GX 460 Luxury,3.0,3.0,1
Lexus ES 350 Base,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus NX 200t Base,3.0,3.0,1
Lexus ES 350 350,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus IS 300 300,3.0,3.0,1
Lexus IS 250 Base,3.0,3.0,1
Lexus LX 600 Premium,3.0,3.0,1
Lexus RX 350 350,3.0,3.0,1
Lexus NX 300h,3.0,3.0,1
Lexus LS 460 Base,3.0,3.0,1
Lexus NX 300 Base,3.0,3.0,1
Lexus RC 350 F Sport,3.0,3.0,1
Lexus RX 350,3.0,3.0,1
Lexus SC 430 Base,3.0,3.0,1
Lexus NX 350 Base,3.0,3.0,1
Lexus ES 350 350,3.0,3.0,1
Lexus RX 350 Base,3.0,3.0,1
Lexus IS 250 Base,3.0,3.0,1
Lexus IS 300 Base,3.0,3.0,1
Lexus GX 460 Premium,3.0,3.0,1
Lexus GX 460 Base,3.0,3.0,1
Lexus RX 350 Base,3.0,3.0,1
Lexus RX 350 350,3.0,3.0,1
Lexus IS 300 Base,3.0,3.0,1
Lexus NX 300 NX 300,3.0,3.0,1
Lexus NX 350h Premium,3.0,3.0,1
Lexus RC 350 Base,3.0,3.0,1
Lexus NX 200t Base,3.0,3.0,1
Mercedes-Benz GLC 300 Base 4MATIC,3.0,3.0,1
Mercedes-Benz Maybach S 580 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base 4MATIC,3.0,3.0,1
Mercedes-Benz C-Class C 300 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 3500 High Roof,3.0,3.0,1
Mercedes-Benz S-Class S 500 4MATIC,3.0,3.0,1
Mercedes-Benz G-Class G 550 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 500 4MATIC,3.0,3.0,1
Mercedes-Benz C-Class C 300 4MATIC,3.0,3.0,1
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,1
Mercedes-Benz GLE 350 Base,3.0,3.0,2
Mercedes-Benz GLE 350 Base,3.0,3.0,2
Mercedes-Benz AMG SL 63 SL 63 AMG 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz EQS 450 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz AMG GLC 43 GLC 43 AMG 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 500 4MATIC,3.0,3.0,1
Mercedes-Benz EQS 450 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz G-Class G 550 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 3500XD High Roof,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 500 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,2
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,2
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,1
Mercedes-Benz EQS 450 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,1
Mercedes-Benz G-Class G 550 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base 4MATIC,3.0,3.0,1
Mercedes-Benz E-Class E 450,3.0,3.0,1
Mercedes-Benz GLC 300 4MATIC Coupe,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz Sprinter 2500 High Roof,3.0,3.0,1
Mercedes-Benz Sprinter 2500 144 WB Standard Roof Crew,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 2500 144 WB,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 2500 Standard Roof,3.0,3.0,1
Mercedes-Benz E-Class E 450,3.0,3.0,1
Mercedes-Benz AMG GLA 45 Base,3.0,3.0,1
Mercedes-Benz S-Class S 500 4MATIC,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz EQS 580 Base 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 2500 High Roof,3.0,3.0,1
Mercedes-Benz G-Class G 550 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz C-Class C 300 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 2500 High Roof,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz E-Class E 350 4MATIC,3.0,3.0,2
Mercedes-Benz E-Class E 350 4MATIC,3.0,3.0,2
Mercedes-Benz GLA 250 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz S-Class S 500 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 3500 High Roof,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz G-Class G 550 4MATIC,3.0,3.0,1
Mercedes-Benz E-Class E 450,3.0,3.0,1
Mercedes-Benz Sprinter 2500 High Roof,3.0,3.0,1
Mercedes-Benz GLC 300 Base 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz Sprinter 2500 High Roof,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,3.0,3.0,1
Mercedes-Benz C-Class C 300 4MATIC,3.0,3.0,1
Mercedes-Benz GLE 350 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLS 450 4MATIC,3.0,3.0,1
Mercedes-Benz GLB 250 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz Sprinter 2500 Standard Roof,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz GLB 250 Base 4MATIC,3.0,3.0,1
Mercedes-Benz E-Class E 350 4MATIC,3.0,3.0,1
Mercedes-Benz EQE 350 Base 4MATIC,3.0,3.0,1
Mercedes-Benz GLC 300 Base,3.0,3.0,1
Mercedes-Benz Sprinter 3500XD High Roof,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz S-Class S 580 4MATIC,3.0,3.0,1
Mercedes-Benz E-Class E 350 4MATIC,3.0,3.0,1
Mercedes-Benz AMG GLE 63 S,3.0,3.0,1
Mercedes-Benz GLC 300 Base 4MATIC,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Macan S,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche 718 Cayman S,3.0,3.0,1
Porsche Cayman Base,3.0,3.0,1
Porsche Panamera 4S,3.0,3.0,1
Porsche Cayenne,3.0,3.0,1
Porsche Cayenne AWD,3.0,3.0,1
Porsche Taycan 4S,3.0,3.0,1
Porsche Cayenne S,3.0,3.0,1
Porsche Cayman S,3.0,3.0,1
Porsche Panamera Turbo,3.0,3.0,1
Porsche Panamera 4,3.0,3.0,1
Porsche 911 GT3,3.0,3.0,1
Porsche Cayenne PANOROOF NAV MSRP 70 460,3.0,3.0,1
Porsche Cayenne E-Hybrid S,3.0,3.0,1
Porsche Cayenne Diesel,3.0,3.0,1
Porsche Boxster Spyder,3.0,3.0,1
Porsche 911 Turbo,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Panamera Edition,3.0,3.0,1
Porsche Cayman S,3.0,3.0,1
Porsche 911 GT3,3.0,3.0,1
Porsche Macan S,3.0,3.0,1
Porsche 911 GT3,3.0,3.0,1
Porsche Cayenne Platinum Edition,3.0,3.0,1
Porsche 911 Turbo S,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Cayenne Diesel,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche 911 Carrera S,3.0,3.0,1
Porsche 911 Carrera S,3.0,3.0,1
Porsche Cayenne S,3.0,3.0,1
Porsche Panamera RWD,3.0,3.0,1
Porsche Macan Sport Edition,3.0,3.0,1
Porsche Taycan GTS,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Cayenne Turbo,3.0,3.0,1
Porsche Cayenne S Coupe AWD,3.0,3.0,1
Porsche 718 Boxster S,3.0,3.0,1
Porsche 911 Targa 4,3.0,3.0,1
Porsche Cayenne Diesel,3.0,3.0,1
Porsche Cayenne Turbo,3.0,3.0,1
Porsche 911 Carrera Cabriolet,3.0,3.0,1
Porsche Macan S,3.0,3.0,1
Porsche 911 Carrera S,3.0,3.0,1
Porsche Cayenne GTS,3.0,3.0,1
Porsche 718 Cayman GTS,3.0,3.0,1
Porsche Cayenne GTS,3.0,3.0,1
Porsche Macan Turbo,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Panamera GTS,3.0,3.0,1
Porsche 911 Carrera S,3.0,3.0,1
Porsche 911,3.0,3.0,1
Porsche 911 Turbo S,3.0,3.0,1
Porsche Macan S,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Cayenne E-Hybrid Turbo S,3.0,3.0,1
Porsche 718 Boxster S,3.0,3.0,1
Porsche 718 Boxster Base,3.0,3.0,1
Porsche 718 Cayman S,3.0,3.0,1
Porsche Cayenne Base (Tiptronic),3.0,3.0,1
Porsche Cayenne Turbo,3.0,3.0,1
Porsche 911 Carrera GTS,3.0,3.0,1
Porsche 718 Cayman S,3.0,3.0,1
Porsche 911 Carrera S,3.0,3.0,1
Porsche Cayenne S,3.0,3.0,1
Porsche Macan Base,3.0,3.0,1
Porsche Panamera 4,3.0,3.0,1
Porsche 928 2dr Coupe 5-Spd,3.0,3.0,1
Porsche 911 Carrera S,3.0,3.0,1
Porsche Cayenne Platinum Edition,3.0,3.0,1
Porsche Macan S,3.0,3.0,1
Tesla Model S 85D,3.0,3.0,1
Tesla Model S 75D,3.0,3.0,1
Tesla Model 3 Performance,3.0,3.0,1
Tesla Model Y Performance,3.0,3.0,1
Tesla Model X 100D,3.0,3.0,1
Tesla Model 3 Performance,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model 3 Performance,3.0,3.0,1
Tesla Model S 75D/100D/P100D,3.0,3.0,1
Tesla Model S 60,3.0,3.0,1
Tesla Model Y Standard Range,3.0,3.0,1
Tesla Model S Long Range,3.0,3.0,1
Tesla Model 3 Performance,3.0,3.0,1
Tesla Model S 100D,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model S Plaid,3.0,3.0,1
Tesla Model X 90D,3.0,3.0,1
Tesla Model S 75D,3.0,3.0,1
Tesla Model S 90D,3.0,3.0,1
Tesla Model X 100D,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model S 75,3.0,3.0,1
Tesla Model Y Performance,3.0,3.0,1
Tesla Model Y Performance,3.0,3.0,1
Tesla Model X,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model X 90D,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,2
Tesla Model 3 Long Range,3.0,3.0,2
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model 3 Standard Range Plus,3.0,3.0,1
Tesla Model S P100D 100 KWH BATTERY SEDAN 4D,3.0,3.0,1
Tesla Model X Long Range Plus,3.0,3.0,1
Tesla Model Y Standard Range,3.0,3.0,1
Tesla Model S 100D,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model 3 Mid Range,3.0,3.0,1
Tesla Model 3 Standard Range,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model 3 Mid Range,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model S 75D,3.0,3.0,1
Tesla Model 3 Standard Range,3.0,3.0,1
Tesla Model 3,3.0,3.0,1
Tesla Model 3 Base,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model X 75D/HIGHWAY AUTOPILOT/6 SEATER INTERIOR/PREMIUM UP,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model X 75D,3.0,3.0,1
Tesla Model S 100D,3.0,3.0,1
Tesla Model X 75D,3.0,3.0,1
Tesla Model X Plaid,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model 3 Mid Range,3.0,3.0,1
Tesla Model 3 Standard Range Plus,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model Y Performance,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model Y Long Range,3.0,3.0,1
Tesla Model X Performance,3.0,3.0,1
Tesla Model 3 Standard Range Plus,3.0,3.0,1
Tesla Model 3 Performance,3.0,3.0,1
Tesla Model S Long Range,3.0,3.0,1
Tesla Model 3 Long Range,3.0,3.0,1
Tesla Model S 90D,3.0,3.0,1
Toyota Camry SE,3.0,3.0,1
Toyota Tacoma TRD Sport,3.0,3.0,1
Toyota Camry LE,3.0,3.0,1
Toyota Tundra SR5,3.0,3.0,1
Toyota Tundra Hybrid Platinum,3.0,3.0,1
Toyota Tundra 1794,3.0,3.0,1
Toyota Tundra Platinum,3.0,3.0,2
Toyota Tundra Platinum,3.0,3.0,2
Toyota Corolla iM Base,3.0,3.0,1
Toyota C-HR XLE,3.0,3.0,1
Toyota Tundra Limited,3.0,3.0,2
Toyota Tundra Limited,3.0,3.0,2
Toyota Tundra Platinum,3.0,3.0,1
Toyota RAV4 Hybrid XLE Premium,3.0,3.0,1
Toyota 4Runner SR5 Premium,3.0,3.0,1
Toyota RAV4 Prime XSE,3.0,3.0,1
Toyota Corolla iM Base,3.0,3.0,1
Toyota Sequoia SR5,3.0,3.0,1
Toyota Land Cruiser V8,3.0,3.0,1
Toyota Highlander XLE,3.0,3.0,1
Toyota Tundra Hybrid Platinum,3.0,3.0,1
